019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.679733+00	2026-07-27 21:29:33.679733+00	AVAILABLE	\\xe9ca2c142e8e2b92f2ee122deaf3e71b5f3c9e47dea0ff7f352e0961be19ee2e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab87-7c0d-98a2-c98e6f4100a0	2026-07-27 21:29:33.599071+00	2026-07-27 21:29:33.599071+00	AVAILABLE	\\x46b7c85366b84587dd1a0b7d53de3431ed80b5462899319d7b356e0346a4c50e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A/GD5eoSj9tSo4t/yX4c6pddqV3R/rUpptoZKCNzu6sW", "0000000000000000000000000000000000000000000000000000000000000002": "Ah0XycogEmLDwZ6MZGRHlW8EwztFyuWCkJkZzcrEr6gJ", "0000000000000000000000000000000000000000000000000000000000000003": "A+HEYwcqxmCgyfuovFwf86krTJO6m2qnGMmhhUZotKbI"}	\\x027d3009dd790f3db0c03674fcc8b4243c766dff5bc3d06417b4174c6c4213c23a	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a1	2026-07-27 21:29:33.599071+00	2026-07-27 21:29:33.599071+00	AVAILABLE	\\xa3acb519a2c06830a859c310d954e9640d7645eb44f1cca42179757d14838901	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A155GYXQTZ33a8KPYnb2Wn9NC+G4fmygUcFGoEmmUJ3c", "0000000000000000000000000000000000000000000000000000000000000002": "A6tFo8beBqZ+rHuqK1jR75K/2YTvmNsRfWUA1nilngip", "0000000000000000000000000000000000000000000000000000000000000003": "AvVAcgW/UTLmPv2YZGMrF1A2KmXNjmN5tDS9UtIZdt2h"}	\\x03a569a5e9f9137aa79afbffd25220b779956f466887af3887aa0d5b7dcf0361cc	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a2	2026-07-27 21:29:33.599071+00	2026-07-27 21:29:33.599072+00	AVAILABLE	\\xebc963cc3f4640d73321f427e49f442c4d0f6062922b8e1ffd8b84748cd5d440	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A5yk0Nx+QjmQ8KFcLbcmbGRn49olrIeT4XEOnVEToOwX", "0000000000000000000000000000000000000000000000000000000000000002": "AhmGuwOB3fIfKpLxk1WGBqPpgrxZ2nraaw3D1C4Y/tp8", "0000000000000000000000000000000000000000000000000000000000000003": "AoR6kBbFxTJz5K+JTfY3w/gzUDrdiSjdO6wp5C6SVM95"}	\\x03df41fe9efe0adee4847dd29ae823b48b57c929f4715085dc33ca705001866bf7	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a3	2026-07-27 21:29:33.599072+00	2026-07-27 21:29:33.599072+00	AVAILABLE	\\xfb872d1fb09035157759e09a403d1d4d0ad2637e8583309d9db6a610daed4ce0	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AqH988NHwpIBuf2XFIJkGTbDKiQfWPFB6raMJCSzfz0C", "0000000000000000000000000000000000000000000000000000000000000002": "A3mzJEsS8fuQAk9P6huQVfLPZg4M/fO7j5oYC2IwZ+ZC", "0000000000000000000000000000000000000000000000000000000000000003": "Amod8zEJi6quOssryqbpcdQDwesUxfoa4cQEBPomb9gM"}	\\x037db40d5aac85a6c746d73d223a4297b0c8b4b7dad08aa96fc30c4f370039611c	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a4	2026-07-27 21:29:33.599072+00	2026-07-27 21:29:33.599072+00	AVAILABLE	\\x1f2509177b3be94e2ec3877633184ad06ba0f0d65a15a3b8902c853b234ed601	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Awm4t5A/XgI+ZEiCis47N1vQwYwrr6MwZ6iK3u26z4P3", "0000000000000000000000000000000000000000000000000000000000000002": "An3KSdR7P7FXAN9mQykoTnIzrS23TdTRoi85SJjoygT2", "0000000000000000000000000000000000000000000000000000000000000003": "A2N6S6vMPa68GJC3TPuxEwoe7yDj714ughP0QcPfzz4H"}	\\x03c59191b5c96ade773c2b7eb2847505b489d5abcad3a536eaffcb400d376c92a6	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a5	2026-07-27 21:29:33.599072+00	2026-07-27 21:29:33.599072+00	AVAILABLE	\\x0c30f1e58aa7bc3f6312d37150f83aea00c0ed79a804c1353ebcbc683db79183	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8yoKtkYn6lhbqcL/Az5M3kTTlrvQvbSgoBR9ban0ZsM", "0000000000000000000000000000000000000000000000000000000000000002": "AgvY5P86D9YicLE9JB7n04ucGoPOjBhTG+hujXo2cWOI", "0000000000000000000000000000000000000000000000000000000000000003": "A/P7sidoIGI7sIgM+lHVi7jewwxR/ERh8StNEH1iUpsM"}	\\x0226f777a8e8c3b0ae7685fd980512f03601bc8cf089bb6dd36def8eb80d29c6ff	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a6	2026-07-27 21:29:33.599072+00	2026-07-27 21:29:33.599072+00	AVAILABLE	\\xf5fed59a5459d9aa6371d8e9c88c5349747ef8b865eb583a08d8f125bfcc1dcc	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+pDWKwlB8MXVPiXIXs2F6D9FyIbfq7whgPlFHG1dghz", "0000000000000000000000000000000000000000000000000000000000000002": "Ajt9nRSg5eAC/ZZSpWa6U4ypxjsup4BTc3pGEH2PFHFU", "0000000000000000000000000000000000000000000000000000000000000003": "AmPopMRcI9LFY5/8HCjhaF2yG2VMbKB4Wh1hIvqKCnDJ"}	\\x03c5a38944647e86cbe468a41ab83abeef4cae5f6c40865d2380e0a845f0ad31b1	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a7	2026-07-27 21:29:33.599072+00	2026-07-27 21:29:33.599072+00	AVAILABLE	\\x67f2f039273edf9bf6286458f18ec3d6e21cbef8fb918632acd4459fb616c31b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aukno2AzF8RTL0eVGIfhaf9Gmmza9qHAfYDoyVd2T0lq", "0000000000000000000000000000000000000000000000000000000000000002": "A/A4IjSyZ7fVOf4CDU4G0s0aLudvH3FQVEtzr3yGK3Te", "0000000000000000000000000000000000000000000000000000000000000003": "AsNW9FOY4AfXudXBdJE8PPSf1i79M1PRLhiVv2Bdsuyl"}	\\x0387e0e6a13fe3001dc92e17dbc62d14f42007e93ce32d420724109c15cdf172a8	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a8	2026-07-27 21:29:33.599072+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\x567a4808625567db5bd57e7d08ca8665f298d1c1ed14cabb7d0863b8d1c8725c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3p+VfyS8lBY2qgZOKfwj13ZYRMT5ce+ZEbnwrjtxpjU", "0000000000000000000000000000000000000000000000000000000000000002": "A6I1HJR75hQM159fXP+4gxyoK0n3RvNF4vzFjuXaklMC", "0000000000000000000000000000000000000000000000000000000000000003": "A/YqKZHxModDF+OIgGtO+bPvi8I5SuD9x51cSGHHlnL9"}	\\x026ee345a65e7dd06df70e1ef39711d3b3b609fec2f36e4af1151e43e3cc6d2647	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100a9	2026-07-27 21:29:33.599073+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\xdd982ec156222be0b7ca3724ee42ad2d16684980efdd762107c7278712524720	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnxPkwDXMdq51A+w+vJ9iq1EVA/WRutvapHQIhVZRrmU", "0000000000000000000000000000000000000000000000000000000000000002": "Aw2BYvQnhHgAtN+yR9sgC8Gt0YlO9TxhuHqCrQb2aDfA", "0000000000000000000000000000000000000000000000000000000000000003": "Ajp4/MtH/OxxwFYMRwsTe1QpDTXksHgLEbzl6aTWzKhK"}	\\x03ee050ea8143f91f7ea3aa236bc2d0ea6db2217c8bc55431c914741c736dccaf1	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100aa	2026-07-27 21:29:33.599073+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\xf7ace3a66f2c438710b837b508205667dbf250d5243ba625b6398682f69f43aa	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApBKKG7fWubyY/6soEpaVZ8U0fmhEoUuVN8rkxqKe0mr", "0000000000000000000000000000000000000000000000000000000000000002": "AxY5LQJCyl5N0ZRKm7AHSliEmvZrsU0qUdU8hbibcxvb", "0000000000000000000000000000000000000000000000000000000000000003": "AuhwnqZgdnlpzDV40YexoLDRGp6SXJyLf1n7Dq5x7lRo"}	\\x03195541237e6a0625b31e848bbd2611ec4907b15b4a46fd1f786e21d8024a2e2e	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100ab	2026-07-27 21:29:33.599073+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\x9555ff5a439346acb98952a3652befbf10274bd894a86b9baef5553b41f2ccd7	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A4LFcX3yk7xqeCT4hIQj9cKBV2t9GL86lRrCIze2Jy31", "0000000000000000000000000000000000000000000000000000000000000002": "AzgmSMNGYwA8YeKNMej7COa7vSrOImqOFo0fuE3A8kTh", "0000000000000000000000000000000000000000000000000000000000000003": "AgI5z6r5BLzRfy/0/b08OmdMGTWzTqia1uIUixA6GXYU"}	\\x03a7ed2d8d9518908c6b47972b94ccf593ed3499e2df987feb13293602b48ae7a8	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100ac	2026-07-27 21:29:33.599073+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\x2ce7db6b49e828105c05eb87086c08f44dd30df8998709a44429a591cd99aee1	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A/WfRKtop3UPMMAKONHqbeaGtLImc+4gp7XfHabkK9my", "0000000000000000000000000000000000000000000000000000000000000002": "A7hpUaApFiF2OJG/n0MaGOesu2vsSZ5x+zsNhbCXPTFt", "0000000000000000000000000000000000000000000000000000000000000003": "AlgJzq8lewpY36zEZO4PAAskSbekYbOjZQiI5AmtgxZf"}	\\x02332d62b080f1e7a462392d9a14cd5072d3bf2b839da029b40481265301f587c7	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100ad	2026-07-27 21:29:33.599073+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\xc26e4d7c607d10478e6c18cfd0b86aabfb922d8758201ffbc6bf3fd8e4aa4f65	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApNL0ZhxUmGr5m2Hw+Z2MNu9wnGBpf+A2Fe2sjW6hvMn", "0000000000000000000000000000000000000000000000000000000000000002": "A5ng+8vpijexgZbzQDXB3em39T4W1ZUBQODJxAgCTo4c", "0000000000000000000000000000000000000000000000000000000000000003": "AsuLdEAbQ3JMmGJTO+qfFd+gqLDdlsseBRXSh2Ye5lsu"}	\\x023d46485df3cb542ca2524891194ec92faad32ee781f467e2a9e874a2ca083a48	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100ae	2026-07-27 21:29:33.599073+00	2026-07-27 21:29:33.599073+00	AVAILABLE	\\xe91b1b78ad999835ad6439e4d73afd7ee21e821d41495fe0bbeb3731cc394a40	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A/Q+cajc+TR9I6KBD8gHYTRxirUIH+hjdP/SKRNXrfQo", "0000000000000000000000000000000000000000000000000000000000000002": "AwF+/PbvcPhwC3XFeI1nmbYoMIlgjxNqSWCxKBc+EHzO", "0000000000000000000000000000000000000000000000000000000000000003": "A9YJUZdTAMSPIoV740YrUquO6vcX/8xjbdKf9HdDwwCP"}	\\x02a0b2acd55151a8caa739e5b0487f9fb6ddf7ca15c6a9821b76f248c87a49de5e	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100af	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\x783ef430f167b8db68ce157383fd6a3228399d4fdf2c6790ef85d666b3898035	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AuD3HPk0awpeIFv4bir/CwuXd3UlsgzbhyYexckdwhFL", "0000000000000000000000000000000000000000000000000000000000000002": "AqrmTqW/UuY0Sk8L52B36om/Jgw7iv0M9UFWxNcg2ttm", "0000000000000000000000000000000000000000000000000000000000000003": "Ay/PESka+PuRWFr56VsIrtTAliPRZmCAojA1rWIktdv8"}	\\x02b1ede7131eaad557c89c451ae4dadecc547e48ea7be490e556f274170da6fedc	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b0	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\xd71fc424ba6828e2e43022cce2ce27b8c1c7f82d9ea9324ec1f7f49552635982	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2aw2LGtKBBiJK319+iX4c0SyFqiU29GhuFUVhLva3Kr", "0000000000000000000000000000000000000000000000000000000000000002": "AxVin9F3npn6yCWg16I0wr4W1OB6ZFgl1qv30rUBiOXv", "0000000000000000000000000000000000000000000000000000000000000003": "AsaOJqxfYJ+GdxJKpgIlIQvH1xA3NaNeBD5mCQOp4HrN"}	\\x0291650e9b606928fa92a0ac52deaebd09e7994589bd0273c1ad7d2f5f50302f0d	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b1	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\x00ee17fe1b1fcee534306fb51a3f8a271e587a3f18c526e5ca20294589d4586a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsLkNjNkVor9DTo5+jrkzjfkA++yn4XkBvNO+DQZKgtK", "0000000000000000000000000000000000000000000000000000000000000002": "Aparg3JZMr8mv0VQHYAUNF7Jreo0TF2DaOmRrhe+9fDZ", "0000000000000000000000000000000000000000000000000000000000000003": "A7byHa/iUh4Df0YqL0UebbolTHfkFKU031kVmgqbKn50"}	\\x03080717034b3352b94581dca6d51ad428288f4064b72ec9812480730e7ac610ff	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b2	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\x131a2e139077be4b13fee89841a585c6677b8500a41e1f8517c7a7962b23a273	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AwvxZRI9XKlGtBe/s2SK/5CNWpBL/3EdZbjc607fAx8a", "0000000000000000000000000000000000000000000000000000000000000002": "AgyjCAWRHaQ0OfiHpf78yPKnH7s3YCt8Fn79WAvjZ0Wh", "0000000000000000000000000000000000000000000000000000000000000003": "A1CRfgjrFyTVt5DBhzvwqSJnpWGboqgObymUbouvww70"}	\\x028e07d1d5d30a7afcc20ee54f935ffbfc90ac87a30b22b5db79548edf87968c9a	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b3	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\x15b45c410335e5ae9115574fd035ac5a52db2463a0f0f606938e584a1e417406	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2F6jTYpaH16xu6G08YqluiALx8IjEawN7yNv4lT9BSS", "0000000000000000000000000000000000000000000000000000000000000002": "Awc84e3XpLlizDZOsf16PjPfMJZgGDhXBTQf2ylzqTmg", "0000000000000000000000000000000000000000000000000000000000000003": "AmnUL8w/Z+bzOd9vL/3HuHRxB4mPuBtenq2nt9rSmPH6"}	\\x03b60f0529bf3ecfc37dedf3110421f4899b88522dd18dd067c502680c211f6363	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b4	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\x183ff70a9fa06950c8abac86bdf7d69db138a0bbebc7775aef032ad540800bc3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ArJsxe87LCusBwbBNKoCnDSO6Z6HjDpCGqs/obXGQ8Dk", "0000000000000000000000000000000000000000000000000000000000000002": "AoErfb5qYwh/gD9w8+LxEoO9FvSA+NBb+B3537291fd3", "0000000000000000000000000000000000000000000000000000000000000003": "A35bk9mGhA3H5OQ+i4HzpsPXOoiw/0G5Pf04wd1iTktH"}	\\x03795df4f68828f6ba82c2a756405012d47570d2197af8687563050c4029569267	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b5	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\x7b52747a9c9fd0b44abb71e2b7bbd9469578ea9eab6d7b77fa5faafd0fd1bc35	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AttOJLW0WVc8TYq4OAmwn9Bn7qe0o7ub9kRVGekco/RV", "0000000000000000000000000000000000000000000000000000000000000002": "Aui5gMlviUiGiEWdLtfSwyv/pF8ctXtc9v8M3R4U8lLU", "0000000000000000000000000000000000000000000000000000000000000003": "AivMjsTfXbxMki0v8kUtCf946W0vqwt7y9cNmBqMFCvt"}	\\x023438303a3baffd5290cb860fb4a783210c4cc68457f1a30978263be675229395	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b6	2026-07-27 21:29:33.599074+00	2026-07-27 21:29:33.599074+00	AVAILABLE	\\xa675a41a34c4a9142111e6dcda4928175cd620e83c2a993794d6ce1f8a835792	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0zL3JLonbR/yCtnoxiZsJRTwVfWMPU3XiIrtHiWkMZZ", "0000000000000000000000000000000000000000000000000000000000000002": "A+7lE3YVNDwGj8jcBc5LRap1ADI3OqSdUOckVL5ri5fT", "0000000000000000000000000000000000000000000000000000000000000003": "AuF7wQA2e5nLNual2QdUL5AfvsR9Q1boF14chtrQtmBw"}	\\x0326febb947d96158987f0d6d695b0940d1fb42f5d6e6c099b7d9b3185a08272a5	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b7	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\x757bcde7577be0f38e511da8a68638d517f8326bc67fd3535c3b49285b9ab726	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3Mm3Wvovolw+Ybt255LGRQurTN/OXcYabj7pLE3NMVc", "0000000000000000000000000000000000000000000000000000000000000002": "AsH/olStRPkEx6JtaGppZ+FqcTPus+qzR7CB4nVlRuP4", "0000000000000000000000000000000000000000000000000000000000000003": "Au2vaopShHR18j1sJtgFyLEhVUGoOKnqfHegGKPGRK55"}	\\x039a5fb8751d559522926148687d28e2ae12d1f6d490b23cf86d4171117bfd411f	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b8	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\xedd10c94b1492f39de8be5088977ae78d7c964adfdf3afa8b0d3892d651ea79f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Atvmju1XIu+5MJDa28lY/ohOAZ1MO61NvyqrkN6skrd3", "0000000000000000000000000000000000000000000000000000000000000002": "A7vB3v0pXOuZQ/O6VyIgxFVqzybU3ReSpqXNF4AQ1NWh", "0000000000000000000000000000000000000000000000000000000000000003": "A7nUDCiJdIHaw7CCVW8VNTBAVgIjUWWMSdsjCrb4dYuS"}	\\x024361f247463511e989abd6c22c7e93749d0c5531b7c6846a2b5b980f00291edd	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100b9	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\xca229d19df09f6937b64305809d741d0a55054db11cdff33c02ab810ee64d0ae	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+sKE/1DUZOs+iLGIcY+hBh63G+uzK7shyC9fRhD4pV2", "0000000000000000000000000000000000000000000000000000000000000002": "A0j5MgvTV7aY2KVjkd4YfVN5oecqUYHfU0nbRTqVuAvw", "0000000000000000000000000000000000000000000000000000000000000003": "AnEpTh20gDnrqr6aMf4EfvxGHOVX5joMJlm/9bEhJTRn"}	\\x02a540a789bb379c24c06c645c6360fd118bdcf73522d85ffa6b37966213303224	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100ba	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\x8ffaddad700cb70117019951bc82b978bc6a8a1b661c2b3e8fc0a429e6a6ace3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AyYLY4CK+PXWRiNxO8kC+bjuZPllZNGP71lQbPOXuQp9", "0000000000000000000000000000000000000000000000000000000000000002": "A/i18Fx3dgcLckluhDnii9R1gJoIZb4aHH8DWWdDQiKX", "0000000000000000000000000000000000000000000000000000000000000003": "A6JgpEdIkv8xB0DsTD/8tQF4jfcr0O5ZPTH/GeXqZMBZ"}	\\x038a9847abbf6e119feef3a412afabccb57a011e685c4ad1c6042a4039444f1760	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100bb	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\xd7c9e96b52d4adcba6cb5e9707de047d1b412dc757b5a8e12fd3bb060776eb22	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A5KjukqsHZYDulXKGlNg2XVCJ+fLHjHo6xdfnqOP/htK", "0000000000000000000000000000000000000000000000000000000000000002": "A1knvTqkEE7hUxgqG/Twn7xUEXovPmmMink9ANBcSpQy", "0000000000000000000000000000000000000000000000000000000000000003": "Ay8/rF0FC2YSiASFlbIjQhU+AqkC5+cLWoh8TESYGyBz"}	\\x02045140bfa7289b3a440d1cd49333880b4c4ebe8c287f6b3f598de19b7681f7fc	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100bc	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\xdc3b6a912908c13b0751ac2de1e0a7e80aee20cc0d9a0373ea721889f6f6462a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AqFS3nSEgAT3QyHVr6aJ1zuAao/EHRY6cqaRj6yHVq/z", "0000000000000000000000000000000000000000000000000000000000000002": "AhKri5vPf2NUoByjydvIfZmTLouPY3IVoT/BYdFVHh/z", "0000000000000000000000000000000000000000000000000000000000000003": "A2YaEVjcAsa0IjeHiDVHBdqoAw0CyJdPoYO4zQ4TNDVb"}	\\x03e33b4d62919d310c8afe67a0361477c9b49a7073389a2960358d5ce59ec8b6c7	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100bd	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599075+00	AVAILABLE	\\x2176e0c8a0549c4b3a81c497799529f20ea6e5e5e22e2019bea0b968f6aff216	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AzYxbY0qD5S2+WzSK62oAV+MqD8D105W8LZf//k4RmDs", "0000000000000000000000000000000000000000000000000000000000000002": "At7f/Q8JJKxKF2qKzg0t+O3gAaQLNDSJqV8YcBAKEZ9G", "0000000000000000000000000000000000000000000000000000000000000003": "A7ubaAwTXLYG7stjD8367n7ndhqSgohnWGW8k2nhHu+E"}	\\x0382a8af18825abea886efbe9df99a0de8b4c493734f5c6762e4b24f19e20bcb06	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100be	2026-07-27 21:29:33.599075+00	2026-07-27 21:29:33.599076+00	AVAILABLE	\\x70cb4aa41aa51ef74d7ed76a6a2ee8d3dff734cbe3a5f1d8af35ccdb39938aac	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Apb2A4YDy/Ai0y8jJw8rGqjbFTgdaWCEkBcvGxLKNcsu", "0000000000000000000000000000000000000000000000000000000000000002": "A1NeXbit4cWxsKWIe3jBdMFkxzlDj2WRLUqycqLbvvv0", "0000000000000000000000000000000000000000000000000000000000000003": "AiEbWRTt62Wdr/mwPXZHuTxvu+dZhh2BUJyf1VdZvWFL"}	\\x028e9ec29ab789811a3ad75a0494c8d9ec61eb4b1b193b70d88af87925c2338939	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100bf	2026-07-27 21:29:33.599076+00	2026-07-27 21:29:33.599076+00	AVAILABLE	\\x5b441c8e013d84ba6d088fc5556f853f700865e36b34a826bd6e0c92dd07aced	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2IrM8qYVUS/6sv25cBDu6EtKqT52E1QAcms3pnqee1U", "0000000000000000000000000000000000000000000000000000000000000002": "AqqXrqLbMuwxTvwfbyWJfoHskfSoycrey5ZVfvM0BHZw", "0000000000000000000000000000000000000000000000000000000000000003": "A1GOnO5o+Eje0qdh2pYKiMY73L4v7pQeR6uM7MCfAi8G"}	\\x03cdb1c8a6d9257782f6df7b0a9181d8da671854a6fdae025c390bb30827e5ac29	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100c0	2026-07-27 21:29:33.599076+00	2026-07-27 21:29:33.599076+00	AVAILABLE	\\xdcf5d21c2c025d75cb53fe3087bdd3002dc6782bca84c37bfe4a6dc8aecb643b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3n7wcsWeI1RXZnlqFL00sQPe5vfpQENnbE8BMqJcOj5", "0000000000000000000000000000000000000000000000000000000000000002": "Aiz3WzV3JVCMyG4kZIdJA4w++6b1Sj2vaOzp5RrVY20Q", "0000000000000000000000000000000000000000000000000000000000000003": "AppuZtbpxoEntimjcvEKa0F2AQs+RzvQXB6Dx9K52Zdw"}	\\x0376e11c312281b6a63b0802c47eb6127a90d35cc249828baac48186c3fffaa7bb	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100c1	2026-07-27 21:29:33.599076+00	2026-07-27 21:29:33.599076+00	AVAILABLE	\\x14c2f919be7995bfd59f05dc7fbf3ce9ec1371ffd1bd2d074809008399e95f7c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AjmaeJu6i1vE/2YtPojFoypoTenK+MzyEQRr9cU6iaE/", "0000000000000000000000000000000000000000000000000000000000000002": "Akt6cMN/AGwqa/nCZnWfyLKVvcMVb+44F3DADYKZbBxA", "0000000000000000000000000000000000000000000000000000000000000003": "A15k8ywmdsP4k8DhSuB+UtKt1pNIn6486N6OA9HLb4dC"}	\\x038100cb9372f933b0e9f39a85a569381d77009c822ce2aacf4d3f66e310cd81b1	2	2
019fa57b-ab87-7c0d-98a2-c98e6f4100c2	2026-07-27 21:29:33.599076+00	2026-07-27 21:29:33.599076+00	AVAILABLE	\\xdd2620f26a2c5f682653c750a7bf20687126ef2d1ff16c74ad678e2a0cbc41ea	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkOM37rk1nQ878K2ptnuybh90no+03h9PTj3LG4zzT/B", "0000000000000000000000000000000000000000000000000000000000000002": "Ap4DU7P7l0iTHuTnPB/8gdiTdEDs8kMF6IvH6Q4PmoKQ", "0000000000000000000000000000000000000000000000000000000000000003": "A20yYNVOJS6lWC82sr274FyAUpSattYuJXk92FHzp4ia"}	\\x02d56311a9953caef4b5421207ccdb63852c01f09948f83973ac827a72724d1b50	2	2
